-- Estrutura: pessoa_id,agencia,conta,banco,id
3931,36892,23025972,472309,2234
8703,62650,78183713,99582,2235
2218,61950,29990566,725806,2236
1670,47605,60306806,497150,2237
1468,41305,40958402,647562,2238
1790,88418,89910801,912794,2239
5290,29700,34214110,913642,2240
4513,3457,63135584,22796,2241
7665,62415,12152532,269547,2242
7258,28122,63754798,8594,2243
2267,69950,28871821,169063,2244
5233,49348,1788432,733854,2245
6068,32267,44626220,576752,2246
669,60959,16348887,508900,2247
4699,31661,94335939,573365,2248
2851,86794,64871310,187161,2249
9885,27633,95934476,542859,2250
3555,33308,77154871,865506,2251
7759,40033,42148756,479436,2252
5963,72992,39017420,35525,2253
2802,60755,30759316,128589,2254
5889,5420,95594041,156915,2255
4616,61164,79984585,409247,2256
3379,6378,72380035,358767,2257
512,10077,18141329,246968,2258
5342,47393,37903966,273741,2259
5514,58013,80106690,666569,2260
1888,68311,91272934,739991,2261
9271,90776,29393931,677545,2262
5611,51973,59868522,934366,2263
3205,80237,8228190,743858,2264
5335,36205,52810680,712127,2265
6768,6208,42888986,495502,2266
5494,14253,50188952,806278,2267
2292,3309,57768191,8784,2268
2534,28932,96820107,778475,2269
6990,5964,48271025,430153,2270
7706,4595,79786443,531448,2271
5025,24614,92660959,731803,2272
3927,63448,74057419,189329,2273
526,8872,98974082,126672,2274
2549,41713,19146105,784583,2275
4064,48687,44895390,528046,2276
9425,58945,68137391,31119,2277
8342,30278,4590525,473824,2278
8799,9743,94156845,630893,2279
2645,89679,99298300,303294,2280
2160,76952,41425963,594715,2281
2928,38788,95627501,164630,2282
2996,84148,52413882,281885,2283
8690,69754,2480217,283750,2284
5976,26959,58938316,913070,2285
5651,89540,89769834,89887,2286
5896,26646,31018375,955127,2287
1472,35883,86238830,358060,2288
4242,88725,56906390,636904,2289
733,85361,23610033,554638,2290
6332,51638,73182528,992724,2291
7791,76295,60519345,182362,2292
738,65774,3436183,994842,2293
3079,7991,73846909,320591,2294
8719,32372,617470,26335,2295
785,110,1850800,940755,2296
9792,16555,85788871,981801,2297
1290,38681,21136143,743979,2298
344,3429,28064276,48727,2299
1639,90485,31147783,826686,2300
6617,12706,88154976,489460,2301
3256,86738,5123606,344251,2302
1491,24799,76521913,749544,2303
8485,20892,47675379,632131,2304
4990,79076,1456372,613625,2305
9052,62294,5444813,686897,2306
4473,28931,96054515,273592,2307
8000,68944,15764554,967087,2308
131,17838,36533332,951411,2309
1197,52795,61563571,111867,2310
1154,51347,83289923,880971,2311
6218,46093,89553997,825425,2312
5581,64770,55025404,373111,2313
8914,69708,92154640,38756,2314
737,19452,4325630,36241,2315
9068,77658,54469670,459637,2316
913,79786,73682868,670174,2317
8443,52475,51299361,971016,2318
1756,90159,49881552,391748,2319
7902,17243,6608248,986328,2320
3939,13508,71579211,152350,2321
1397,78359,7672412,315923,2322
2569,32587,87789034,925158,2323
4858,57896,20586004,338779,2324
9692,37307,78992038,823984,2325
7244,22525,98115850,33357,2326
1353,57873,19844024,989789,2327
1989,52970,24935195,901232,2328
1295,5587,64275428,771814,2329
612,39184,32069584,307688,2330
7222,42061,41390363,518416,2331
6470,58729,48582638,596594,2332
6966,15948,42310101,417162,2333
3827,24106,26274670,168635,2334
1540,68211,1818275,560961,2335
5860,8591,11807662,727211,2336
774,97651,79591064,429901,2337
9366,43316,27846945,577448,2338
532,48199,10281015,303790,2339
8120,46272,38703387,547966,2340
935,60095,29395171,39350,2341
1073,83134,51903091,888416,2342
7939,47372,61830245,378993,2343
3748,75897,72194871,636265,2344
3035,68603,44168280,670483,2345
7916,5536,66036212,263463,2346
8818,84500,36473414,900738,2347
1393,95812,35735166,691216,2348
2958,46912,46807159,985094,2349
7927,7775,62038325,246001,2350
4580,90725,63636970,462888,2351
8153,89866,20358488,294157,2352
7603,46554,138438,125958,2353
217,71586,75662932,38129,2354
9409,2971,15847360,262241,2355
4673,61775,74944935,835798,2356
1171,92665,8424497,905625,2357
2915,73653,84369932,225771,2358
661,19506,21333380,884341,2359
4194,19710,44879217,983137,2360
6423,6987,14133485,673700,2361
9578,23068,66992476,579898,2362
7127,42935,4518787,763036,2363
9202,35772,77892013,840267,2364
1581,80015,34652934,888621,2365
8154,29707,376598,23815,2366
6220,77449,6092426,826597,2367
5034,87200,61916340,743872,2368
5815,17440,62035158,397455,2369
4774,7547,87807272,886406,2370
2571,50332,19375814,862146,2371
6924,8049,30633325,708357,2372
4164,37219,72655068,619222,2373
8513,55955,16861599,345239,2374
673,11657,5273323,183360,2375
1708,84295,7751551,840747,2376
8106,30025,18242138,745809,2377
7378,38122,36359879,82626,2378
9222,45939,63192803,312119,2379
1043,14051,33213912,541531,2380
4689,35152,41086672,131219,2381
1458,99950,89269872,21968,2382
68,27469,33098684,360812,2383
238,69457,71592400,414144,2384
4268,35211,5258878,392166,2385
8989,55975,97059997,35169,2386
93,64361,69733084,391898,2387
9280,85556,24187065,926701,2388
7851,51014,71473539,819276,2389
4328,94526,69531744,811094,2390
4077,15955,73939144,463100,2391
510,208,5988032,227651,2392
7438,21738,88540899,752098,2393
890,93922,64295231,909188,2394
3810,37504,12289473,502148,2395
3025,50068,9493654,151137,2396
337,40354,57611519,513643,2397
9801,89632,98141667,481567,2398
6571,24044,98450976,739432,2399
8206,50746,98420995,7222,2400
5848,46934,64850182,710663,2401
9702,48892,83790658,845937,2402
8676,80522,43894741,57705,2403
8233,19283,50911802,906991,2404
657,58796,43007118,647435,2405
4264,54519,24832742,847456,2406
2360,40371,9596984,848535,2407
9547,90311,8955159,873486,2408
3909,11470,91745397,833178,2409
8525,38326,18175656,544734,2410
5658,72970,64644411,174931,2411
4580,92368,65859580,464304,2412
7318,7750,67418105,232685,2413
781,33676,58125209,39596,2414
2219,80064,47526884,566575,2415
3940,98918,89132134,964469,2416
7167,56483,66722426,708653,2417
2755,67538,5547261,682347,2418
4071,88469,8264158,696729,2419
8991,7256,39012815,312287,2420
7455,63065,11764938,877236,2421
2293,85584,79568494,54094,2422
5339,87775,61175944,51917,2423
9085,61426,15171340,576623,2424
8385,68157,45884285,893170,2425
2569,94955,18973818,56476,2426
231,99146,82576046,193327,2427
2552,88404,14140975,149292,2428
4112,16240,82127685,763304,2429
8725,1397,73546063,860835,2430
7694,61275,17565890,397700,2431
641,251,77401841,792847,2432
7339,50499,85838203,217560,2433
6143,49627,5649988,795934,2434
4418,6020,85432121,237833,2435
303,60212,79918121,649854,2436
7373,46203,64111139,746182,2437
7932,38746,70443010,824541,2438
9464,59740,12476638,644076,2439
7748,79113,99241923,20573,2440
2177,3272,45999439,750138,2441
259,92288,53548859,914924,2442
1070,2515,32223588,812329,2443
1598,49733,83073783,167248,2444
8138,52488,66076580,602028,2445
3618,2759,99965643,346468,2446
8009,3369,27195515,16916,2447
3725,41137,2220259,650686,2448
678,83357,2121829,997567,2449
1428,4882,62444016,814416,2450
9270,72578,63963663,768049,2451
660,89176,66511070,449081,2452
7668,95653,83046267,249933,2453
1308,39038,65915841,190120,2454
331,11293,94929889,992148,2455
6517,51805,54294814,695573,2456
41,67079,74483251,326217,2457
4772,83297,2559412,764982,2458
9008,84596,67532565,636006,2459
3884,23161,28128447,909124,2460
3690,82205,25089340,415940,2461
5811,77117,52047227,677399,2462
1748,83000,96454571,29812,2463
996,63186,16359794,409007,2464
1834,94365,76428427,395187,2465
1473,33852,97190859,933873,2466
9320,6529,34979179,284776,2467
7154,2278,80199184,801455,2468
8324,4012,62362412,829684,2469
2680,12650,11545787,232846,2470
1509,6715,15235301,647193,2471
8684,99468,66577817,268992,2472
6833,26596,45326800,444686,2473
4676,88528,76216691,30424,2474
8502,31618,48447864,515808,2475
4221,23516,96202401,152035,2476
283,16305,19826261,59460,2477
87,33298,14196515,56848,2478
8292,53117,24517083,80073,2479
1871,32468,6643761,937335,2480
3999,8008,60191568,449460,2481
5701,35708,33461178,947142,2482
2782,59278,97952135,951809,2483
6426,59866,81094323,915693,2484
1052,99936,61937896,705423,2485
7973,60594,26114687,350321,2486
1250,39581,61592492,936407,2487
6410,68182,84348679,525503,2488
2508,54656,11690661,342037,2489
6337,51252,58238650,671152,2490
8291,25023,78148690,415885,2491
3535,18920,41490420,230523,2492
7204,32864,97493348,187735,2493
7057,35997,14096399,793936,2494
8197,25115,32526459,174301,2495
7416,39746,30694812,596385,2496
7494,45399,70135556,96026,2497
4827,46869,28280240,592646,2498
4175,94779,87638311,547100,2499
8247,84443,99684144,935745,2500
9815,38497,21683620,312329,2501
7069,65557,81997570,890811,2502
4066,32199,52281611,382538,2503
1880,40762,92964285,431715,2504
9440,18486,66678645,899487,2505
4882,31823,74806238,251747,2506
467,38226,77053698,757924,2507
4837,59290,96926796,975310,2508
2543,38877,19363839,356613,2509
1815,99383,88958527,93892,2510
6342,81020,68981003,160754,2511
9464,89945,40530047,9832,2512
183,44453,60349128,639845,2513
1781,9735,44818301,663330,2514
6372,96420,26651245,324664,2515
8853,6185,40774184,813651,2516
3528,54697,12919327,799238,2517
2149,57294,25104994,950201,2518
2954,57252,26608495,677965,2519
6288,58702,30610778,147166,2520
9776,76044,73997573,39199,2521
9898,32939,79751262,156964,2522
9412,52940,71973251,217280,2523
7281,56479,20947548,572369,2524
4031,87580,80821378,399437,2525
7712,60539,79517953,445287,2526
1943,65284,34517869,605499,2527
8320,76959,3564055,50165,2528
6589,11853,34776929,124846,2529
3222,36788,82399042,23366,2530
7497,97125,85819831,685469,2531
8535,3294,22291482,730596,2532
3639,69289,27564341,752949,2533
7790,90589,37661739,372221,2534
9655,29440,84505767,337009,2535
9849,19179,32563297,171595,2536
4948,66925,55888864,609620,2537
2178,8375,25103824,35244,2538
521,78462,65013976,799980,2539
7473,10948,59221014,161377,2540
4308,61385,24241501,139182,2541
4948,28162,27194606,752982,2542
7426,97481,16028173,27765,2543
5230,48678,3949571,557899,2544
6464,68644,19152622,184274,2545
4745,61242,51338389,280177,2546
4427,23959,70126475,994391,2547
2562,57594,62527852,856015,2548
7026,68350,90631603,371084,2549
9502,18570,67718861,213225,2550
3981,80540,86716202,242931,2551
9244,22244,51278693,565232,2552
7462,9185,15454362,60914,2553
9188,40748,68718615,818367,2554
1011,96138,69682458,255172,2555
5807,27674,49739416,166664,2556
3500,30333,32587162,839489,2557
5806,66733,60812014,460676,2558
97,97739,78639111,669123,2559
7454,26991,35649063,220254,2560
7273,13570,24901995,164297,2561
4223,56394,93723071,295160,2562
9966,8785,27088501,988819,2563
4892,42165,63294857,121377,2564
3086,70034,89308901,621070,2565
8973,67275,98467664,78866,2566
4842,69292,5235211,941452,2567
6213,1772,7398307,831098,2568
6056,47623,52834774,444985,2569
286,33254,74460824,786012,2570
3662,2997,84299478,492729,2571
3973,61886,97149451,587957,2572
3449,66477,36125504,45065,2573
3770,73469,32368729,54595,2574
1511,16932,68048510,729412,2575
5126,99569,67419353,978955,2576
149,43897,38388543,12981,2577
8938,18756,9382578,976040,2578
9560,10696,25572823,867356,2579
8299,49193,68195038,865302,2580
7214,46334,59704036,956551,2581
6572,2789,45476483,870915,2582
1533,47322,29472990,859238,2583
6524,1492,27417081,370463,2584
3561,86385,47841925,958293,2585
2357,95847,69446351,157307,2586
5720,38450,9005066,269984,2587
4798,45557,22552129,659109,2588
4877,81482,905177,49310,2589
3991,71727,32254004,987001,2590
9848,51228,85983758,420605,2591
8936,23358,32438425,941114,2592
8336,88442,51176990,966069,2593
141,72329,63005050,762980,2594
7692,43928,38527725,272666,2595
9388,18418,39178930,697720,2596
2486,63483,37221533,837581,2597
70,22405,97137985,638851,2598
5421,49083,97350741,723379,2599
988,27352,26451506,338381,2600
609,14793,43701731,595366,2601
9443,25859,64541357,764419,2602
1852,24497,28089378,959828,2603
3327,4912,4921016,800641,2604
1212,16196,17295651,258774,2605
8620,48605,93422695,609539,2606
9130,87236,42463281,523254,2607
7498,90625,66455342,495698,2608
1756,4622,21267160,790925,2609
7478,79574,75364387,989978,2610
9898,60709,65278039,761992,2611
9439,1152,30693731,492957,2612
4427,17284,60265099,936839,2613
1015,493,47690159,574819,2614
2138,82684,68263038,71976,2615
8346,12177,1569061,278929,2616
5808,78439,78448059,286473,2617
8373,25723,5391169,325425,2618
4086,18206,26977018,254964,2619
8336,17216,66595202,901569,2620
5662,93102,8159148,576988,2621
3041,72733,39488974,170666,2622
5699,63697,57762699,920930,2623
1135,68139,15632147,868050,2624
5925,37346,18211483,159564,2625
2273,1970,65601575,185458,2626
1200,27678,52877310,919423,2627
7359,22136,74145052,41609,2628
1613,78070,50631616,903560,2629
412,43760,97490686,853447,2630
3902,61357,71689458,200348,2631
6801,13193,21283133,727196,2632
267,40090,66283824,460191,2633
9909,50601,67465488,546514,2634
2754,89510,45761565,27266,2635
1991,47479,43532911,348537,2636
8958,53554,75992806,332762,2637
1757,25182,82704837,154894,2638
3986,32776,76964088,613702,2639
3031,45528,50593896,988047,2640
649,80104,89286981,335058,2641
5589,28097,5170793,655253,2642
1065,95924,62857216,146084,2643
9805,94760,65474036,915386,2644
1789,36804,30530762,144521,2645
3723,87918,55206818,774851,2646
5740,50756,6264760,663197,2647
7366,6059,24424154,820116,2648
3897,46896,96247878,398039,2649
5820,9965,78987895,614841,2650
4849,10441,22720803,216375,2651
6237,68076,17521694,450973,2652
6734,85399,43545662,935071,2653
1508,36087,61620918,185635,2654
2495,11790,76127290,51324,2655
2194,38745,91871231,45824,2656
7158,80803,75663191,511631,2657
9851,25632,33408627,79231,2658
5784,68968,66000319,267859,2659
6528,33519,15213251,893277,2660
3333,61062,98980857,882633,2661
6257,30833,66973447,28854,2662
8531,77679,14950343,464142,2663
3387,73831,39614667,97441,2664
1858,18053,50107881,815620,2665
9244,66266,46639026,417084,2666
5207,35560,35738972,461056,2667
7012,34792,53330904,914286,2668
9667,86772,71836683,608734,2669
3977,3599,42070604,407522,2670
1387,72750,65882938,208374,2671
1078,86919,74088378,840074,2672
2942,56218,8309428,472320,2673
8346,33557,96890153,670600,2674
1449,57271,36269120,270164,2675
9516,20831,32835628,505258,2676
2440,23427,49799219,470906,2677
203,78673,70011648,149798,2678
7604,9300,67730521,196903,2679
43,25742,31009201,651449,2680
6150,51659,16776434,139060,2681
2659,6047,8063866,631140,2682
8988,4746,46449519,824943,2683
6740,14990,45647271,930363,2684
3999,15319,96440175,873488,2685
3718,26969,82000659,507477,2686
8624,93226,71217686,741668,2687
6586,77195,66675335,887411,2688
2634,71052,65554528,435054,2689
415,18855,24025512,183542,2690
1547,86628,57251974,972815,2691
3229,87483,47637490,610565,2692
6371,74657,79723007,851026,2693
2931,43583,28048099,345313,2694
6968,65935,27746168,333572,2695
3486,33794,97254903,126899,2696
3811,57648,56204308,963471,2697
4947,2082,88901625,211349,2698
9137,78081,71914737,505475,2699
6976,84698,18554324,987562,2700
4565,10129,10553084,912039,2701
9749,81534,59480322,827552,2702
4309,30985,73855119,382111,2703
9119,90583,83511247,816707,2704
8937,44514,59220002,746353,2705
3133,51231,11681284,616319,2706
8577,58565,93731536,512240,2707
7170,77419,64805940,849802,2708
4747,28909,87722399,247322,2709
2334,6048,15288171,565713,2710
9821,73399,53313950,184886,2711
2826,50678,30023585,7944,2712
9458,90211,61213254,252499,2713
2553,43828,67464250,944163,2714
9854,48821,5540203,389303,2715
8781,8212,11154104,656646,2716
6622,88844,90749060,622796,2717
288,58760,58375995,833295,2718
2932,2604,76448168,579279,2719
9797,93093,33450595,350907,2720
2862,92929,56683129,814872,2721
1625,39517,59501002,36440,2722
6148,93291,26268197,745193,2723
62,76263,68795123,900021,2724
6234,87596,52323506,394096,2725
5994,67665,97921528,358284,2726
3188,77839,95933813,229212,2727
6740,9500,96450376,54517,2728
1545,70344,10410235,948806,2729
5158,29568,49470549,267013,2730
2939,87094,908480,95828,2731
3258,83809,82736159,530570,2732
3384,86419,95587882,103727,2733
4082,93966,75178923,609537,2734
9501,20807,49660266,384099,2735
4359,36535,36308486,519813,2736
9684,20735,59119819,302683,2737
6595,73879,38494350,327770,2738
3818,25569,10119905,728445,2739
6687,88335,3361407,480727,2740
9512,42872,89090466,809865,2741
1392,86073,64666952,214782,2742
9519,49356,99869842,307697,2743
7996,11005,83132440,928548,2744
5086,48816,12833825,118400,2745
2474,52448,87118394,599631,2746
4799,62805,72220642,152548,2747
8394,2307,94092484,66746,2748
1756,1532,43349415,7154,2749
4746,55250,38133048,107722,2750
5611,37596,35147322,165962,2751
7401,7657,52865759,271785,2752
4246,17165,22074186,180509,2753
7560,91413,23422019,426748,2754
5577,29115,33067218,511111,2755
1389,49372,37600621,928863,2756
5527,93194,13313532,784321,2757
6772,82397,45459141,956059,2758
1076,1965,55782187,871396,2759
1738,70507,85968774,403376,2760
1000,45011,72829437,667819,2761
8032,76034,31151583,261386,2762
7819,612,45008349,183413,2763
2226,86952,96891626,67341,2764
7,42188,61368162,808148,2765
9443,74380,59505534,600571,2766
7176,26381,7401211,736348,2767
3568,36197,25384336,852601,2768
4316,92654,41183971,688727,2769
7657,70748,12664392,792358,2770
6212,87077,348366,671064,2771
3745,27057,73377420,237996,2772
508,48999,87089164,751846,2773
919,5139,45958644,356115,2774
8555,12742,95021011,539377,2775
6873,57439,90468252,419976,2776
7531,59686,75206839,296031,2777
4583,28015,30237929,293157,2778
2962,82088,18785092,73607,2779
7414,92353,22692044,447093,2780
5303,83497,68593281,866819,2781
4912,50116,76104074,380237,2782
4676,5507,83340569,638316,2783
7573,58629,10598554,46800,2784
9662,58239,91805345,777641,2785
5188,43744,77989578,770610,2786
1884,57758,45623688,270935,2787
8644,38538,61510664,931966,2788
9013,50306,1014247,852381,2789
8888,3776,92883231,251936,2790
8361,37155,82865590,403274,2791
4469,66328,53633548,709919,2792
7159,14015,10838981,159037,2793
56,44841,92839353,92890,2794
554,91496,67879078,913631,2795
456,48984,51633967,82187,2796
4404,90124,73724940,254276,2797
5772,25261,15891777,928450,2798
6536,66602,94161249,147224,2799
6090,37637,32442920,525099,2800
418,74570,55552749,724287,2801
2780,45564,92647077,452941,2802
5747,91614,79727272,973844,2803
3593,1513,20728388,346254,2804
8557,74627,96292347,545680,2805
9263,28154,13363047,463292,2806
9821,17895,50594037,339552,2807
5069,78108,48448148,678958,2808
5913,15334,87200331,299822,2809
9348,79150,80442347,984749,2810
9748,28402,67988440,661101,2811
4556,18414,56960746,638524,2812
4596,59529,29225735,862702,2813
4135,77799,59921636,760226,2814
6130,9174,74240899,99035,2815
9502,58683,94613014,793657,2816
4323,11809,38323728,205990,2817
1433,90657,41210106,64240,2818
9420,97812,57129267,642313,2819
6020,47156,883355,798028,2820
6098,86685,88006126,911576,2821
4896,62120,26628034,813296,2822
5546,11164,68712538,843066,2823
494,70516,3557264,388027,2824
3380,88586,22971443,337473,2825
8016,36314,49582552,553044,2826
1839,22723,92071880,435362,2827
2072,95644,15914719,141480,2828
841,94408,48978466,83385,2829
7069,3450,30481097,811038,2830
8526,56925,65181382,31627,2831
2198,56837,1594324,236901,2832
9436,18279,30514056,716144,2833
2427,67025,99644738,246678,2834
3716,32688,72803395,262390,2835
7006,83009,60655274,598105,2836
9534,54529,75932510,105298,2837
2160,95110,68147232,303453,2838
5818,41782,48542070,232331,2839
7117,46363,33398266,615465,2840
2124,68372,49229565,24394,2841
6521,44206,89888458,413751,2842
9476,24254,71210397,380025,2843
3068,4165,11145285,22523,2844
9631,5332,7922899,674504,2845
8093,90954,2203494,992515,2846
5017,92,13527354,824888,2847
1854,76410,53548231,907962,2848
9936,11227,5106382,16845,2849
3384,58172,94607626,511354,2850
6465,34530,15858339,973414,2851
2394,30109,99669563,540185,2852
3074,46232,27000367,658391,2853
3854,65873,80635822,302830,2854
6628,49921,52325299,651174,2855
3078,7389,22919879,183538,2856
7076,80381,38706563,194496,2857
9916,9362,68450334,381417,2858
1073,56684,2905929,464016,2859
7519,4754,75345976,200578,2860
43,59412,51807071,723084,2861
4949,87656,52306014,334905,2862
3061,74717,35478034,839155,2863
590,29484,20448399,572642,2864
1170,97410,26665783,435510,2865
9147,80219,54904712,213735,2866
7781,88776,55158634,818582,2867
6307,34212,55142599,615250,2868
7460,32214,64734475,713628,2869
5563,50525,68896290,830998,2870
2813,5148,88849675,244462,2871
7395,84498,32317105,812462,2872
3633,45533,34777750,777793,2873
7817,31767,28666307,202026,2874
456,30380,94497287,607146,2875
3255,70394,70447571,963995,2876
1963,73880,9413550,736854,2877
6479,48997,1738670,611707,2878
2855,43484,15515914,863228,2879
9138,30408,47476209,933176,2880
5653,73861,45593731,175421,2881
9950,77312,83374569,428353,2882
363,44492,66841677,252549,2883
5603,8147,50606293,577344,2884
3473,92436,4926871,745,2885
7518,58556,16550262,873280,2886
4390,73533,49286514,346847,2887
1635,42264,28899325,741496,2888
8296,1174,4285511,586861,2889
2486,52872,96895725,423117,2890
9052,66477,70091237,202962,2891
8219,76373,5241678,204022,2892
9293,57687,51643526,989446,2893
2559,47343,18221854,979791,2894
5740,58204,73667040,259730,2895
2809,48671,26571469,613634,2896
1568,92654,42356779,548610,2897
397,91864,32947623,818605,2898
9554,62509,9649836,87094,2899
8849,96160,5241277,675297,2900
6840,28828,41816536,586580,2901
9067,29875,48619643,356189,2902
8304,6200,1390851,666562,2903
7923,70918,14323832,418537,2904
3999,8695,4729807,895370,2905
3408,50275,16527090,10678,2906
2482,69728,3506784,630778,2907
3780,9422,9581448,612437,2908
5307,6108,57621998,992552,2909
692,67831,70721771,857968,2910
4409,6674,71849771,977681,2911
9058,66216,2733909,246260,2912
4828,67695,68756489,798038,2913
9153,15599,33521928,181229,2914
1240,40684,33917168,209451,2915
2648,85483,97827332,736210,2916
9671,40037,13683074,731269,2917
1335,14973,35006531,721558,2918
3801,18827,45505215,274081,2919
7845,18666,10583158,585976,2920
6710,78772,14891709,700983,2921
4070,29677,69740095,374705,2922
7266,39452,86876320,662354,2923
3399,49744,59366126,586079,2924
885,98196,1159238,505466,2925
5263,29499,11380200,333076,2926
3276,96564,41863279,727104,2927
7015,6040,39733168,937275,2928
3020,75245,53892979,477026,2929
7069,27726,32995825,670419,2930
7033,76116,577595,738924,2931
2811,68698,38236605,882611,2932
5951,86835,18649714,802593,2933
1762,59936,6072512,376046,2934
6749,81488,37406722,441339,2935
8787,96995,67352742,666200,2936
9978,93133,36106109,587420,2937
9590,11619,87933797,811222,2938
6527,34007,80237714,765130,2939
2903,37389,5301538,640624,2940
5840,53537,13300945,833173,2941
8748,59406,76137401,702633,2942
6928,16237,80232808,891981,2943
9039,88786,79186723,733349,2944
880,33847,74135405,349773,2945
3267,79425,92367309,478876,2946
9891,37437,15077753,836093,2947
7972,29455,8674483,301026,2948
7629,73274,85751935,343409,2949
8379,83998,79162532,403790,2950
1703,65771,89475855,796652,2951
3141,98721,90743249,764887,2952
5484,6881,67748925,951847,2953
6328,70218,31474993,789720,2954
6118,65316,84418521,500438,2955
4442,92500,90552570,398230,2956
767,50108,13001783,171148,2957
306,44822,89555119,248011,2958
5471,33727,18045225,668920,2959
8996,12694,16572937,1941,2960
4670,38494,28844750,728404,2961
6174,13388,66856960,60743,2962
4188,6764,73192192,184746,2963
9959,29095,95960116,245218,2964
7523,49641,72032332,812992,2965
8581,73617,73467066,100212,2966
1734,42912,40543321,295550,2967
5226,64506,89022599,484851,2968
4884,84206,3447290,59290,2969
6373,17702,78105560,942759,2970
8328,6831,75266539,962871,2971
7166,71068,25286460,256121,2972
3777,93431,91671739,403205,2973
4069,35181,14472049,730857,2974
6506,18745,55552703,188299,2975
7291,37265,53860827,773690,2976
1776,24677,69671603,153907,2977
2576,90025,60829487,575280,2978
7156,77724,98013405,789864,2979
9837,77149,38429415,462683,2980
1771,14865,91792166,588325,2981
7284,48689,7895331,136559,2982
6983,30254,40937686,449914,2983
6220,59251,21452490,460229,2984
5302,97868,78557424,469829,2985
144,9813,99856570,477452,2986
3265,34134,68795375,629670,2987
3717,35390,74734798,879065,2988
8038,9235,1231204,580457,2989
4548,94976,4630989,690637,2990
1689,55981,45620966,955014,2991
4915,15795,95334999,123086,2992
5636,51988,26047538,5092,2993
9861,91377,44898615,78959,2994
1501,44037,26268190,387098,2995
7993,44825,76512377,344397,2996
5555,52965,64647258,529633,2997
5813,63319,651406,580442,2998
9334,9470,30176279,454490,2999
6425,4355,98592131,168519,3000
3881,56451,6710748,851813,3001
943,74197,89301732,890054,3002
6440,93224,43100380,14443,3003
6879,65814,89146725,720585,3004
7949,11121,40020873,961892,3005
5119,42366,54229557,930406,3006
5145,67920,7267329,891469,3007
6128,99387,43706302,106539,3008
4545,9335,99905329,234771,3009
3822,91303,25097907,813498,3010
6367,75601,88578494,649044,3011
2029,99095,89265366,275299,3012
2034,58039,65991164,531314,3013
6440,2402,65703488,964380,3014
228,13566,33807737,415041,3015
6703,143,27806537,650092,3016
4958,32383,56045977,594564,3017
6591,65657,33913206,881908,3018
8610,58604,32588742,755841,3019
5380,89273,72788780,523507,3020
7866,79633,68846552,32393,3021
3344,90511,46312872,430459,3022
4367,3468,21291227,246526,3023
5757,83509,14411762,635326,3024
4788,23557,15416827,878989,3025
4310,29797,61662685,546775,3026
2420,77761,67061979,57965,3027
6989,90080,42701222,129993,3028
4081,81382,62877772,873989,3029
3133,24487,31650415,590695,3030
8613,12951,15881114,624427,3031
4445,9187,30697271,25957,3032
4429,68980,27788357,302442,3033
7395,84858,9352046,488707,3034
1802,14135,79062182,556724,3035
2349,40456,73188280,535877,3036
6083,8205,83862852,761872,3037
2068,26917,32277134,233892,3038
9198,56253,1878060,301484,3039
1401,99176,10323417,150133,3040
4714,64429,61551491,9065,3041
6237,12394,39115606,559481,3042
7213,13966,69418854,171966,3043
4545,75901,35654265,456733,3044
3979,62199,1722505,362495,3045
2534,54432,81941734,173702,3046
3678,4319,38330684,176982,3047
8309,79102,34933696,188370,3048
392,64025,8631871,590571,3049
7895,72251,91224413,484362,3050
6915,27897,4161764,67083,3051
5753,15005,77965601,160802,3052
2067,56095,90366422,518096,3053
9756,73973,89682600,927093,3054
8250,44138,64167096,580542,3055
7413,21350,72887758,930292,3056
7910,50547,13382238,814224,3057
6737,76524,66762333,675406,3058
7098,53176,67129532,974453,3059
5038,75212,59882180,217740,3060
2638,22182,97031020,269950,3061
8874,83051,21360372,299365,3062
7435,15821,76575189,348095,3063
813,33160,74333614,478068,3064
5504,11026,27684206,69848,3065
172,96517,48765526,441449,3066
8937,22815,80845824,443871,3067
689,92224,42395783,72947,3068
8430,42353,31752409,519493,3069
2432,45862,4388561,960526,3070
2928,83348,7171262,515508,3071
9997,31916,59461025,378247,3072
7887,19286,42470360,393518,3073
4761,52852,20143486,298591,3074
7347,52882,37694157,659320,3075
223,76885,23140784,821287,3076
7349,69254,50563521,657714,3077
149,22356,23569912,91766,3078
675,31551,77734580,183700,3079
8945,97156,44230631,574543,3080
6340,42999,65553653,875950,3081
4982,2980,59729755,314482,3082
2230,1818,78499888,714391,3083
824,38350,93832443,523892,3084
6029,24939,78086065,307219,3085
8140,93643,36411561,565160,3086
9580,33230,32683133,160587,3087
7514,1685,40474762,763155,3088
872,80169,2641306,592273,3089
1137,35460,32384741,705092,3090
957,19060,43535737,996664,3091
4388,52045,1048910,683934,3092
3773,25321,58122437,645113,3093
1910,13447,76073587,697546,3094
666,9000,91802978,165895,3095
7037,43626,56353778,206139,3096
6141,2161,62766479,280672,3097
3582,34598,41084392,248339,3098
9263,7553,21239920,623469,3099
5017,36674,12733408,437555,3100
3229,64214,78357304,498223,3101
4361,75896,57267147,952673,3102
413,32778,52621108,23712,3103
4367,15720,248666,659432,3104
6275,22859,38326372,417194,3105
8932,72871,32651328,31273,3106
8430,33242,71913008,115437,3107
9229,13700,19672529,699846,3108
9636,48038,84315930,61569,3109
6529,6483,77030573,855115,3110
4494,67457,24028114,30388,3111
8203,38647,81188479,769095,3112
742,55208,99592330,273124,3113
